,TCGA-05-4250
96,1.3151601943733449
97,3.960122066183181
98,1.3542242290833142
99,-1.4316334606258
100,-2.035065162152675
101,-3.0529012194138114
102,0.8320239734162581
103,1.836335816072259
104,2.193372966680989
105,-3.109039410181872
106,0.1411352183736989
107,0.0272937440571725
108,-1.1650119047771574
109,-2.7526080056998725
110,-2.7415100696303827
111,1.4549307086313568
112,-0.8098568940107725
113,-0.8991046237868705
114,-7.306523683983618
115,-1.907669075967753
116,1.1808956872422196
117,-2.7094602173504683
118,-0.4084688256841575
119,1.4020244024709478
120,-5.880244694268957
121,6.115816658112527
122,0.1909432060227813
123,-2.589430745038786
124,1.644587875033138
125,-2.75481456035448
126,0.811141651510631
127,-2.602348244123172
128,-1.66658287224999
129,-0.8993100769714721
130,-3.240545574038817
131,-0.269436238066828
132,-1.644310411682702
133,0.6993281319557468
134,2.6195863557952688
135,-9.009822720969067
136,-2.312842007805278
137,-0.9645213454628124
138,-3.8139924909297895
139,-0.8957007418753088
140,-0.6658072345994428
141,0.4815225574082246
142,-1.9381027396496409
143,-0.7549819281574078
144,-3.2476268384615894
145,-2.579538512110641
146,3.178840283181583
147,3.2660187255572475
148,0.7763224254025097
149,3.951104658470191
150,1.1582816621584917
151,-0.2284633436612054
152,2.2590428516037533
153,-0.6867738491438546
154,-0.753934386151886
155,-5.063224946260891
156,-1.035186925932045
157,-5.33524989171074
158,3.008577374454525
159,-2.8518500129870104
160,-2.912829684346563
161,-0.1812257321919827
162,-2.0008796917342786
163,-2.039869864513778
164,-1.3645395130120574
165,-0.624800078143991
166,7.816136795328381
167,5.716135295431352
168,1.9700183260242656
169,-1.5929561859482486
170,-1.935268687316636
171,3.258323625670024
172,-3.522518462579584
173,-0.0679554717900367
174,-1.6411370985623634
175,-0.843310855847621
176,0.8890517908656774
177,-1.421923719729453
178,1.498942083644853
179,0.6224633144669983
180,2.252398246221991
181,0.1298055607011714
182,-1.0324628926423969
183,-4.30993895675812
184,-9.102656476750346
185,3.365281161344022
186,-0.1967132069181091
187,-1.7182313230417268
188,4.608046707790635
189,1.5651360658238516
190,-1.447904182532353
191,-4.24655277738492
192,-1.9866917018900816
193,-0.530836181793183
194,-0.6349194070547354
195,1.7508511005833418
196,-1.9710559043499296
197,-2.208329772715546
198,-0.308007185575803
199,0.5346288725968803
200,-2.969241962986981
201,1.961704684937612
202,-1.2370911171213377
203,3.1773025930628185
204,-2.7988150597912904
205,-1.0725251466681127
206,-1.9835255887240169
207,-1.8421336008578912
208,0.0618386374538043
209,-0.2905693534900138
210,-1.447474046424043
211,-9.07098347631123
212,-3.6400044371781024
213,-4.102955833591971
214,-0.7587828876391478
215,1.1520083602753086
216,1.7141473866271548
217,2.807408267242111
218,-2.3056506079725683
219,5.817240255427656
220,0.3151492995618434
221,4.287170956484115
222,-1.545313240018383
223,-5.039780963421302
224,-2.745962593458414
225,-0.9482315305446164
226,-0.2444903110531062
227,3.017096827589263
228,-5.446402393216679
229,-1.597091886921469
230,1.7455341203913894
231,0.6391655113092243
232,-1.8344929802713947
233,0.9466261691854928
234,1.731322342169805
235,3.8223086079012942
236,0.2592101162695152
237,-1.209693335952434
238,3.91050383797279
239,-0.5500176903670743
240,3.229210704058389
241,-7.01980348514934
242,-2.547256989204732
243,5.326496467868133
244,1.513245670606167
245,0.8050041315319136
246,-1.5551391456742398
247,-0.097706772609728
248,-3.641349199382837
249,3.335385258746686
250,2.9464850593189813
251,0.6209934796168365
252,-2.3413402730129795
253,2.535857362341877
254,-3.694731895387752
255,-1.2749868399334068
256,-0.6259953877595901
257,1.3235952039750207
258,2.7570299097549507
259,4.677708063494173
260,1.2340207463129589
261,-0.2496663320728627
262,-0.2184733885698803
263,2.12775697876092
264,-2.395463776981361
265,1.2737183596709054
266,0.7921007812851499
267,-5.595174520552071
268,1.4528604791732442
269,-0.5350215974829767
270,4.575909224319486
271,-1.7342132378791144
272,-2.0627091047098576
273,-1.00727824815338
274,-3.112955015458589
275,-0.2290306897764862
276,-0.1094290805154464
277,0.0281005414183174
278,-0.1804773028791567
279,5.488545543334272
280,7.351063180958064
281,0.8986195144307245
282,-1.3628672134787654
283,3.90109268670431
284,-1.7954662557709664
285,2.7244727035339777
286,-4.01162381403056
287,1.180650311184274
288,-1.553252782702707
289,-0.8264650555905498
290,-1.850757644597609
291,-2.1764574414445272
292,-1.4775606375939818
293,2.436530055824512
294,1.612578124439392
295,0.3952764644399475
296,1.2743829831585611
297,0.2364444873314102
298,-0.0244875532532165
299,-9.08281264907151
300,0.2794406783186733
301,-1.520421024958054
302,-1.781207114619111
303,-3.670727693860088
304,-3.3547875707909016
305,2.8042728746349157
306,3.4980373180759523
307,1.7763983008296884
308,1.4280111428101243
309,-3.454939321654363
310,-2.567308069363912
311,0.8645674185893928
312,-0.7489959652294151
313,-2.9534919634022767
314,-0.28184073963674
315,-1.2802177851983636
316,0.7773035131926466
317,1.283746020399544
318,2.0568694853475984
319,-0.7032622841653029
320,1.1128477607008032
321,-2.218165372572045
322,0.4180943093880855
323,-3.2903907138434585
324,-1.706484539074932
325,-4.562598107459493
326,-0.8420432575737563
327,-3.1489193690526625
328,-4.872760665399207
329,-0.2690862602623112
330,-1.4671263663591396
331,-1.1702656356773835
332,-1.7790246940529524
333,1.423494234954586
334,-3.998385723584303
335,-7.156984595285954
336,-2.5555505056465564
337,-2.013353679781238
338,0.7171362228556508
339,0.3667247745638476
340,-0.6743248410480084
341,-3.795549468010509
342,-2.051135111439858
343,-0.2568826108648994
344,-1.0191613261754071
345,-0.0826493226752647
346,-2.211523864559299
347,2.3403549387774127
348,-0.6905643540747667
349,4.193542587373608
350,1.024753364596935
351,2.284409027732777
352,-0.7952647204550681
353,3.1173852110483766
354,-2.5264002092373814
355,3.2041225773041684
356,2.380916021872776
357,0.5976178038193681
358,-6.445891824170428
359,3.902831097082545
360,-1.4370826788042037
361,-3.6929184477445727
362,0.3932390361362368
363,-2.6726135132229505
364,-1.9617241368164453
365,-1.3997670850201525
366,-3.7625514445058847
367,-5.540142828747097
368,-6.919037988684487
369,-1.0128106894879074
370,1.4261988216829764
371,-2.9656638740151737
372,2.346862898978652
373,2.586597364096496
374,1.810049613866059
375,-0.3172087165452932
376,0.7786782157956508
377,7.497134203571941
378,1.7624703157021808
379,-4.268304675975195
380,1.1450478088978633
381,-2.2504500162976098
382,3.09275018677876
383,-0.3159668264288369
384,-1.1581179404704582
385,-5.913230139647763
386,-7.101258296713961
387,-0.1743242420379074
388,-0.1923332402133568
389,-3.957023869387183
390,-3.076889269820744
391,4.182459286044509
392,-2.362485425714906
393,0.6472392230648343
394,-1.4384700024907084
395,-0.4759049492765229
396,-1.8736055587027625
397,1.977758606701823
398,2.3306751728204627
399,-1.455380195443869
400,-1.6011314306263966
401,-1.2905398121360003
402,-1.4785471650466435
403,-2.5290396209481414
404,-0.2366558087084172
405,-3.478971980424785
406,-0.0252386691130054
407,0.5295540244200583
408,-2.1390576401444794
409,2.1170190384576677
410,-11.680425524713778
411,0.0553632170847153
412,-1.5552833953136993
413,-0.5089512446776393
414,4.677661292406131
415,-2.176737889313771
416,4.883460103213542
417,-0.2856008964405545
418,-1.8626848434855403
419,-0.3128894858800469
420,-2.929920317683363
421,4.603440810744425
422,0.8887789865447216
423,1.5589802401410846
424,-0.9274013100941269
425,2.916100749254687
426,0.201059620779953
427,-2.425350674821214
428,-0.1668049074154435
429,-2.2991810351864275
430,-0.2555379350470828
431,-4.293239425394198
432,-4.154451220597464
433,-3.242238122641892
434,-0.6171803414888719
435,-2.470208346191201
436,-2.025008567151521
437,-2.4939473172600857
438,-0.8584579822279464
439,1.7764966888075016
440,2.686472627303912
441,-3.532190190507604
442,-2.506543217368444
443,-0.0357767537565454
444,-2.803811775950055
445,3.554935698072032
446,-2.2419118078585125
447,-0.7381142014798516
448,-1.464893151645403
449,2.937507131045268
450,-0.5464415121619219
451,2.3396594701109223
452,-1.7242230871871524
453,-2.21070299128409
454,-0.0775766430265227
455,-1.2456445239634055
456,-3.621845360404365
457,-0.6342457682315664
458,0.7571546456039793
459,-1.2303694534787897
460,2.551543930159533
461,3.4949027988563235
462,1.4702635740711114
463,5.637534495366818
464,2.076391434162076
465,3.176779199229115
466,-0.4632106948004353
467,-1.6584596234152016
468,-2.182221720903758
469,-1.9016789522989992
470,-7.777575397239475
471,1.0824194367970497
472,-2.058205666479537
473,6.156186721815273
474,-2.079609034911448
475,-1.2011242914099023
476,4.457127721296183
477,-2.845486965089388
478,-1.7226058780527242
479,-3.1962784318217574
480,-0.7710351173335902
481,3.3007133278385337
482,-2.432684688038912
483,0.5039049182692974
484,-1.5447359272638903
485,-0.6025837340750678
486,-2.511616149948742
487,-2.7125751977384924
488,-1.5657406536587055
489,-1.1908308015008264
490,-1.17201452372841
491,-2.1290213039250903
492,-1.8545432521447975
493,-1.0579678219736286
494,-1.4558011552363253
495,-0.7876200963149944
496,-0.7021696194272283
497,-0.3314473041020209
498,0.9217852650298716
499,-1.8204223926128396
500,-5.056174157599868
501,-3.865576291299468
502,-3.756210282160213
503,-2.243520527095327
504,-1.5309172901291077
505,-3.087605207240226
506,1.1107239973394996
507,0.6053761358597716
508,6.457606954162469
509,1.040224253574178
510,-3.380368233948033
511,-3.1114528767118785
512,3.718237775261716
513,0.1702400652954632
514,-1.5204256722921086
515,-6.326676441572683
516,-2.937516610978548
517,-1.064269120717523
518,-2.158829782987693
519,-0.5193545128865368
520,-3.1722371489598555
521,2.5606903477905743
522,-6.569933238487493
523,-2.275383841457565
524,2.7496707291465072
525,3.708898112158124
526,-2.073138749304126
527,1.037767518101818
528,-5.257543546244213
529,-2.691586714678051
530,-8.344477277447591
531,-3.3793422503021464
532,1.1551024914964183
533,-1.3610456297676174
534,0.1138338021107724
535,-0.3438097406663024
536,0.7693653117955328
537,-1.9859560064081985
538,-1.764530391593918
539,3.379038580663019
540,-1.1501229724085176
541,4.1587932071127645
542,3.138057538846449
543,0.2749702864414854
544,-1.5286950788320834
545,-1.228048098999123
546,0.1360601219254112
547,-0.1805242265628155
548,-0.035289757344035
549,3.4412452000657314
550,3.135137062377128
551,-1.7348251469258642
552,1.9741149994873568
553,-1.3018888632049126
554,-0.4493272383513031
555,4.214256815102388
556,-2.708176803651292
557,-0.9729536513605416
558,1.8824207008361464
559,4.33185464447097
560,-0.6468879849745425
561,0.8858710053041324
562,-4.157488275946005
563,3.361371549195624
564,-1.133984838882953
565,2.293316581200892
566,-2.484358065660789
567,-0.9757518249553468
568,-1.997494422486023
569,-1.1855517941154188
570,1.89360033904068
571,2.9615648067512432
572,-1.2689449311118162
573,-1.420432163291506
574,-2.875929487281067
575,-2.260333504301529
576,3.0651959771699864
577,-0.2466121921742805
578,-1.125855657938874
579,2.384945027649334
580,1.5300483176143358
581,-4.279954420978925
582,-4.479223449730597
583,-2.156424526120925
584,0.5696463055679285
585,-3.537242372698532
586,3.3008545997541505
587,-1.560411563497902
588,0.1632062235695145
589,-0.9817019827662516
590,6.802527999292731
591,-2.6785725744714166
592,-2.2799461083859818
593,-3.6781431925967794
594,-1.497136813019685
595,-2.458792013792088
596,1.5134700818282685
597,-5.253636436035108
598,-2.927691107108194
599,-0.4401444018913726
600,-0.3522970084201639
601,-2.5842323827926936
602,1.6190115717049274
603,-0.1434050273699228
604,-7.423463403196495
605,0.8121197600093576
606,2.0118052761510428
607,-1.7565657292457746
608,-3.4992145117344684
609,-3.240003764983804
610,3.3168472500688333
611,-1.8582718231450857
612,0.1866808250075901
613,2.714530355876746
614,5.574444307833125
615,0.9233155379428736
616,-5.2863897704814296
617,-6.495264420810165
618,-1.1098882414780245
619,-1.4141414413646582
620,-0.0349856217359438
621,0.7990039157713945
622,-0.6212454628978955
623,-3.7204725751920047
624,-0.598520662271842
625,-1.6596957943910806
626,-1.7322058876955997
627,-2.408382404002429
628,-0.8464024945615767
629,3.5463832489714924
630,-1.8682132428505875
631,0.5818258496301479
632,3.375613593863921
633,0.5162417940763628
634,-2.241573512059388
635,4.10712718641256
636,-2.832154582110103
637,0.6181860333324868
638,2.171381835458077
639,-0.8569281564560853
640,-5.243559643599648
641,-2.4085719219397794
642,0.3392979109926052
643,-4.79915952869143
644,0.2718865228838013
645,-2.5454180513789995
646,-3.557306130590157
647,0.91265871533613
648,-2.824042369762088
649,1.5101457172077013
650,-1.8041594736024749
651,-1.3158543043894642
652,-3.0983981188650183
653,1.558882181258205
654,-1.861950486695814
655,-1.2939442890524426
656,0.1112461210032531
657,-2.6352083167744524
658,0.5109807965624448
659,0.8504535374176224
660,0.2906003786920232
661,-2.001741856185064
662,-1.112027772332305
663,5.046883155624689
664,-0.1579957788661359
665,1.7930953047806997
666,4.536667815064723
667,-0.0379853045294119
668,0.3946354183890622
669,2.251463873359205
670,-3.711539016950073
671,-0.7637600647602485
672,-2.973240206256154
673,-2.690029242265473
674,-4.009292324322481
675,3.2651906323848707
676,-3.2485236800199986
677,0.0646292207218476
678,-0.2112373589095078
679,-0.2078804312813532
680,0.8119826917287353
681,-0.759390210219387
682,-2.398508521895896
683,-1.2215662621337988
684,3.8580159148414426
685,-1.1496390914439176
686,1.1580457416356678
687,-1.2633567149987193
688,-0.6659570458709263
689,-2.8334507862821043
690,3.1243726683065955
691,0.420178934191207
692,-9.86061594970337
693,-0.2542588839995496
694,-0.3421091359163618
695,2.972412615128777
696,2.6955340884581087
697,4.317901941309024
698,0.6964178032432089
699,4.4023542207639625
700,-2.3676628030184173
701,-0.3964531375004016
702,0.4666844010073863
703,1.7512959206890126
704,-0.5846207724739964
705,1.6756926782239343
706,2.086868964552602
707,0.8887549788755575
708,-1.9530965602853685
709,1.4716742394042284
710,-2.49064724113386
711,-0.6912906917599604
712,-1.6020004564379915
713,0.8308473883564077
714,-1.334842175969464
715,-1.5400677931823703
716,-2.96434352793175
717,-0.2247943268460165
718,-0.6922352928475523
719,8.186286995661135
720,1.2007217185590064
721,-0.1594972751711338
722,-1.2835257712493018
723,-3.7798081211429406
724,5.806396582499301
725,0.2655100516407301
726,-3.225238609821832
727,-1.894510938780357
728,-1.2828784511296725
729,1.5274200482597875
730,-3.9590926154951225
731,1.122080069287595
732,6.811278271752131
733,1.4571421001599345
734,2.839358658221786
735,-3.2307952902823964
736,-2.341940790430749
737,-1.0155249598243548
738,-4.674897218403279
739,-2.3508968250949174
740,4.355566553501692
741,-0.5493726056693993
742,1.464440924808566
743,2.073509523503602
744,0.1417987978503007
745,-0.4293003586006615
746,-1.494736992558776
747,0.3862640643886829
748,-3.476776637843825
749,-0.237788293251644
750,1.7321893283635643
751,-0.2855179681730685
752,-3.064511128882495
753,7.785909533735405
754,1.8806136990437428
755,0.3642235002128084
756,-0.0939738132836199
757,3.165334707335439
758,1.2648004997700737
759,2.927360790378108
760,0.1046000025969644
761,0.2163711485048826
762,-0.1061180425138465
763,-0.7826381278890404
764,-0.8331419565372182
765,1.3012659824916828
766,-1.143257956955278
767,-2.729272331189836
768,-0.323020850814585
769,3.84210257493807
770,-0.1050509422800325
771,-2.613727824067876
772,-4.896798401949731
773,-2.983529958451496
774,2.1155120117549537
775,1.27290113950399
776,-0.2280005036846849
777,-0.5917761669313888
778,1.291148814465698
779,-2.9587411324231696
780,1.6694567941052267
781,3.33100539722186
782,-1.3894553066527215
783,3.93591183821857
784,-0.0973618684525171
785,-1.2577044657307055
786,9.994983062603724
787,0.5671594491641798
788,0.3401970828061412
789,0.7061306272368636
790,2.91032846543751
791,-0.3289546555564449
792,0.9960441980019789
793,0.8029446781547694
794,2.494568553547279
795,-0.9162745152972892
796,-1.7743575008276455
797,-1.948988231010739
798,1.8459413386554488
799,2.2603383696303867
800,-0.0064300952678201
801,1.2691336713652186
802,0.3378262505506985
803,1.2453373652417543
804,-2.1482194907851637
805,-1.6907614843803356
806,-3.162329700359928
807,-2.868844086309253
808,2.3402868994634303
809,-2.458618730501847
810,-0.6823319116930117
811,2.305394489057698
812,-0.2110849451478533
813,2.37815457427065
814,3.689593145779543
815,4.697667997703333
816,2.65747661818088
817,-3.6093138340751527
818,2.5134711349962457
819,-2.2234715047141016
820,-0.5275981991710855
821,0.902865541776648
822,-1.9746771435131316
823,-0.8576664842979508
824,0.8710321424123737
825,-1.9691979747211392
826,-3.649625956564224
827,1.5822324962463383
828,-1.3930807727660834
829,1.6941625723449338
830,-1.6167504979901688
831,-1.0958736678589542
832,-3.1380183772498147
833,19.07663494255817
834,-3.6178706127312807
835,1.0011411169362543
836,3.408460697988455
837,2.2957951629130853
838,2.1471963595203998
839,2.214553812992097
840,3.050593609924324
841,0.8794057837458872
842,-1.005793594501235
843,-0.8808603067540164
844,-1.4865778186885212
845,-1.7199584312683998
846,-4.1096117007413895
847,-0.1810345280204579
848,-1.7245331681348417
849,0.309684247167667
850,-3.6067594312101288
851,-0.724243759348645
852,6.894160883779636
853,5.492916232873931
854,-1.31543436534512
855,-0.0984682948547421
856,-0.1961805102133313
857,1.5972285936283572
858,-1.2321834828467175
859,-1.2204895142529677
860,1.371844987966267
861,0.7391680819946265
862,-0.136743849239162
863,0.4371042013240755
864,-1.556032683115874
865,-0.4594384508066482
866,2.479432322889477
867,0.3895392405283184
868,-1.71507585256442
869,3.4849165378158733
870,-0.1775810990171522
871,-2.599725820567246
872,-5.878729284345627
873,-1.5136647853324818
874,-5.060069640009187
875,-11.277661091012796
876,-3.1067605635040585
877,-1.3563239991969769
878,-2.841452521160667
879,-2.012185922619095
880,-2.66601270507338
881,-1.1504486491840722
882,-1.6590917065935218
883,-0.6590908826199917
884,2.034120487875585
885,-2.304811348841097
886,1.0423036221246575
887,-4.026967804515143
888,-1.434429330557519
889,-1.7582519043627065
890,-2.73635512506623
891,1.8283097730280864
892,2.319861370278308
893,1.703597219651632
894,-2.2584289559434585
895,1.9816021777028607
896,1.1643899228327872
897,3.743901086460369
898,2.278993978537553
899,-0.7955277095187746
900,0.0229026216509656
901,2.0187232675418687
902,1.1997501011076457
903,1.8805824226667407
904,-0.5639590886446908
905,5.964072941400806
906,-1.4419324191282052
907,0.6255174716243783
908,-0.1807847827590334
909,-1.8544736444375216
910,-2.1291756904282693
911,1.2698760800875883
912,7.895568232319335
913,4.144691310903283
914,2.771614435331732
915,1.3495805438517927
916,-0.9552371621754288
917,-2.052233180063106
918,-2.322064987339402
919,-0.1718568782365267
920,-0.5238762215924367
921,-0.9825383478298724
922,-1.398449122146603
923,-1.4397675764232487
924,-4.101462584354622
925,-3.733286469374186
926,-0.6958458783155237
927,1.7625788566494998
928,-1.7599739575939026
929,-0.7914910778095716
930,-3.066805228066184
931,-6.5405726919597305
932,1.4462264860070642
933,1.6215341086866664
934,-1.4624598274111238
935,0.401866431750025
936,0.7661969272266078
937,1.4688751584211406
938,1.201168581416022
939,-5.825027935997598
940,1.1294740496169358
941,-0.5436294439131468
942,3.319365399609528
943,-0.5433756866554628
944,-0.7541653425607591
945,-1.167451769932886
946,-1.0457265038087398
947,-2.5557438486159225
948,-2.2684600352301705
949,-4.322010694524512
950,4.073527484104989
951,-3.3880994865988705
952,-0.4207367848070658
953,1.4182007924387654
954,0.1397322026221416
955,-3.8448332382399126
956,-3.055195022776479
957,-1.6349818676607362
958,1.9967455845959932
959,-5.6139581105427565
960,-0.6354546114768558
961,-2.0626281429005773
962,1.2573007963005556
963,-5.524196590031402
964,-1.6468505040484869
965,-2.987115463933032
966,-1.145374376963992
967,-1.966660624388836
968,-2.5705081487945254
969,-0.0267135956432699
970,0.5302116902822007
971,-1.768603174885152
972,-2.0923739963846204
973,-0.7649117237722931
974,-1.2654926431318418
975,-1.9288343834742847
976,0.9736589135142272
977,-1.519657097059276
978,0.8733664161721872
979,-0.4439025133349
980,-1.0288333707687165
981,-2.2615411852627765
982,-0.3965276480805915
983,3.594931882469179
984,-2.924547906713737
985,1.6287181678625433
986,1.8621373318027392
987,0.3252548392826203
988,-1.1867771324890963
989,0.5047932776936
990,-0.3712880220268175
991,0.5447924704730006
992,5.384923655844015
993,2.9237544829181603
994,1.5227136043704457
995,2.177353328321152
996,-2.690383704501823
997,-0.9314131441966232
998,4.092764112906727
999,-0.3418964404270741
1000,1.7993785884121305
1001,7.154581166980652
1002,0.2840487617385744
1003,-1.009362102593993
1004,1.639418603155668
1005,3.025678696244575
1006,4.715539309564573
1007,-2.007504413257573
1008,0.3118117058008371
1009,-0.3959166801006301
1010,-3.798040236773456
1011,0.6647433397701039
1012,-0.2035297203863692
1013,1.54881106581372
1014,0.5679432870553185
1015,-1.5485669225280867
1016,-1.36012786558273
1017,-0.9912541852864084
1018,3.142460830801603
1019,0.407116890869289
1020,-2.521792288245788
1021,-3.990380470339679
1022,-3.513463241509622
1023,6.067926248333475
1024,-0.8760423770559336
1025,5.935838643502961
1026,0.8609293609110006
1027,0.4511711745588906
1028,1.475748762995855
1029,0.4994363913097428
1030,-0.6156359060984062
1031,-0.0689870052696071
1032,-1.1519763825152058
1033,0.2482773499786966
1034,-1.805324585858781
1035,-4.224264100453642
1036,-3.046878647471985
1037,-1.678903128527108
1038,0.566421114863311
1039,-1.8864443556129915
1040,-0.5123421497216365
1041,-1.0166487674160871
1042,-0.9028518870662294
1043,-0.4516225758521237
1044,-1.520020954929846
1045,-0.008431754305647
1046,-3.558280015418213
1047,-1.7639477644193735
1048,0.8588243266849769
1049,0.1164376858978763
1050,0.9777966037407584
1051,2.522007139170726
1052,0.3908128930767878
1053,-2.4975485985680845
1054,-0.3524621869949266
1055,-4.242162423026449
1056,-3.455638427599519
1057,0.6636829462586277
1058,-0.9800644006402413
1059,-2.241403608797814
1060,-1.014672542843334
1061,0.8095556474731327
1062,-2.962737290058804
1063,1.5357320557244198
1064,3.5829563216903586
1065,0.8768668671170354
1066,-0.2988183497407174
1067,-4.7127028427540205
1068,0.5199467643168996
1069,-7.994412691861476
1070,-0.2893463154234418
1071,-2.6864640304575285
1072,-1.5889035833699503
1073,1.137290193327245
1074,-1.1150446027131988
1075,-4.049518971307247
1076,-0.7599086375862203
1077,0.6440688782977837
1078,-0.301468403900504
1079,-0.2376637846335444
1080,-0.6059027521513086
1081,1.8737422556171104
1082,8.347461685076146
1083,-1.575015957026792
1084,-0.7824822590636866
1085,1.8599703466358015
1086,-3.3112142607732453
1087,3.9502636969042846
1088,2.511682046326294
1089,0.5888205292953768
1090,1.927706138595744
1091,-1.2257118502275577
1092,-0.5878022425792975
1093,-2.279827580191742
1094,-1.976364250522864
1095,-1.2295026213058513
1096,4.5064834261597335
1097,-1.1259189200537665
1098,-0.2978008025964714
1099,-1.812953443399789
1100,-0.7357791946959279
1101,2.526623411646932
1102,0.1244852537812546
1103,2.667083365771651
1104,-1.6142984729200076
1105,-1.9269990891627364
1106,0.5054376383466072
1107,8.549675375572662
1108,1.658317160030707
1109,-5.134412274942716
1110,-1.282013594691528
1111,-3.0822008813331854
1112,11.070286877786454
1113,4.620321540668668
1114,-0.1718140645541845
1115,5.184533976931733
1116,1.314901919893746
1117,-8.095721763839222
1118,-0.8015321428716051
1119,-3.929210145389181
1120,-1.9911244660342469
1121,0.5847273045977317
1122,-1.582204094098151
1123,-2.623870094873885
1124,-0.3069537881734091
1125,0.3376305371105774
1126,0.4918054985431294
1127,-0.9405140316594852
1128,-2.551814929115124
1129,2.307109151633288
1130,6.141573348604904
1131,-0.717953571077832
1132,1.515722017281083
1133,-0.1474308900765056
1134,-6.604138009105662
1135,4.75143937046632
1136,-0.8908311850069615
1137,-0.0937322222620798
1138,-1.3855355335808526
1139,5.30204794187051
1140,0.5516777258713645
1141,-0.6377076610226645
1142,-1.3439964025471542
1143,0.8638743798493851
1144,-0.5758335368610012
1145,-3.1083218081751447
1146,-1.1781471154812533
1147,1.4935333178694543
1148,1.1612870749011794
1149,2.28053607191804
1150,10.203905543075535
1151,-1.9749875726967128
1152,0.1634366487190105
1153,-1.6838366162598803
1154,-1.187880847258492
1155,-2.0956472692115464
1156,-1.776794011869702
1157,0.0310483727908189
1158,-1.6391110941086993
1159,0.0232085302096915
1160,-0.5893642198870087
1161,-0.2634516941471888
1162,2.227219856732686
1163,0.9604822508532416
1164,5.7866999643817065
1165,2.48792896944
1166,3.033972185536983
1167,1.579646375596941
1168,-1.0390774074635494
1169,2.165897143002804
1170,-2.2149889111488315
1171,-0.2499019852106457
1172,0.034270503902765
1173,-6.633465091804008
1174,0.6671815607877487
1175,2.0424034447009856
1176,1.3760321438508998
1177,-3.1697533106734275
1178,-2.2460817286762107
1179,-0.5963275330479281
1180,2.0557135508590645
1181,0.0529160580457448
1182,-1.1192719612859157
1183,1.4332887966472323
1184,-0.4018943821369227
1185,-8.735650956891016
1186,-2.864188442877298
1187,-1.975063707192099
1188,-4.10295049757066
1189,3.257298087942756
1190,-1.2156762678068849
1191,0.3597019809720621
1192,-4.601767013945015
1193,-0.8188843359387717
1194,-2.01498993079985
1195,0.0911567875818044
1196,1.302467371262607
1197,0.1428136231536682
1198,-2.0238577793319275
1199,-1.6756579327682557
1200,-1.1295168625080083
1201,-1.9319725499251417
1202,-0.8544695339965663
1203,0.3439785089573676
1204,-0.423006303183525
1205,-1.5089191026140212
1206,-1.7931544811496851
1207,1.916674453210586
1208,0.8645627488199541
1209,-0.4488696511896915
1210,1.226812340576867
1211,0.0932758077245172
1212,0.2811840770892999
1213,2.124057428359647
1214,1.4440073549438464
1215,1.9510726104029663
1216,3.4043747664463915
1217,1.26691930765227
1218,2.032768270597181
1219,0.6178911648500762
1220,-0.1246370406615927
1221,-2.5743561284095966
1222,-0.0701742898866405
1223,0.285830761167077
1224,3.4904200933586127
1225,-2.1290564039661968
1226,0.8423648691554486
1227,0.2945646064141587
